TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20181110180774,80,1,44,-1,0,3,-1,0,0,0,-1
20181110180774,62,1,44,-1,0,4,-1,0,0,0,-1
20181110180774,80,3,56,-1,0,5,-1,60,0,0,-1
20181110180774,68,1,56,-1,0,6,-1,0,0,0,-1
20181110180774,48,3,56,-1,0,7,-1,0,0,0,-1
20181110180785,80,3,38,-1,0,2,-1,60,0,0,-1
20181110180813,85,4,56,5,0,2,-1,0,0,0,0
20181110180813,85,3,43,-1,0,3,-1,60,0,0,-1
20181110180815,74,3,39,-1,0,4,-1,0,0,0,-1
20181110180907,80,4,43,2,0,4,-1,60,0,0,0
20181110180942,85,2,33,-1,0,6,-1,60,0,0,-1
20181110180956,77,4,20,2,1,2,2,0,0,0,0
20181110180969,80,1,47,-1,0,3,-1,60,0,0,-1
20181110180972,65,1,26,-1,1,7,7,0,0,0,-1
20181110180994,85,4,33,4,0,3,-1,60,0,0,0
20181110181067,68,4,43,3,0,2,-1,0,0,0,0
20181110181067,72,4,49,4,0,3,-1,0,0,0,0
20181110181074,72,4,38,4,0,3,-1,0,0,0,0
20181110181092,85,4,41,3,0,4,-1,60,0,0,0
20181110181092,85,4,41,3,0,5,-1,60,0,0,0
20181110181116,80,4,39,2,0,2,-1,60,0,0,0
20181110181156,85,4,33,10,0,4,-1,60,0,0,0
20181110181192,85,4,33,10,0,2,-1,60,0,0,0
20181110181210,69,4,33,2,0,5,-1,0,0,0,0
20181110181210,73,4,34,3,0,6,-1,0,0,0,0
20181110181316,74,4,33,2,0,2,-1,0,0,0,0
20181110181333,85,4,47,12,0,4,-1,0,0,0,0
20181110181360,85,4,39,2,0,3,-1,60,0,0,0
20181110181381,85,4,47,5,0,5,-1,60,0,0,0
20181110181418,85,4,43,7,0,3,-1,60,0,0,0
20181110181418,80,3,43,-1,0,4,-1,60,0,0,-1
20181110181451,85,4,39,4,0,3,-1,60,0,0,0
20181110181479,85,2,43,-1,0,5,-1,60,0,0,-1
20181110181481,72,1,43,-1,0,2,-1,0,0,0,-1
20181110181491,85,4,47,2,0,7,-1,60,0,0,0
20181110181513,80,4,33,20,0,3,-1,60,0,0,0
20181110181519,85,3,34,-1,0,2,-1,60,0,0,-1
20181110181521,65,1,43,-1,0,2,-1,0,0,0,-1
20181110181553,85,2,39,-1,0,3,-1,60,0,0,-1
20181110181588,74,4,33,2,0,2,-1,0,0,0,0
20181110181588,80,3,34,-1,0,3,-1,60,0,0,-1
20181110181591,85,4,47,10,0,3,-1,60,0,0,0
20181110181606,67,4,35,5,0,3,-1,0,0,0,0
20181110181623,85,4,39,10,0,4,-1,60,0,0,0
20181110181672,85,3,47,-1,0,4,-1,0,0,0,-1
20181110181682,55,1,20,-1,1,2,2,0,0,0,-1
20181110181695,80,4,48,6,0,6,-1,60,0,0,0
20181110181788,85,3,44,-1,0,5,-1,60,0,0,-1
20181110181819,85,2,47,-1,0,8,-1,60,0,0,-1
20181110181869,67,4,39,4,0,5,-1,0,0,0,0
20181110181886,80,1,34,-1,0,3,-1,0,0,0,-1
20181110181907,85,4,33,3,0,3,-1,60,0,0,0
20181110181917,70,4,34,10,0,6,-1,0,0,0,0
20181110181917,85,4,44,2,0,7,-1,60,0,0,0
20181110181935,80,4,39,3,0,3,-1,60,0,0,0
20181110181935,80,4,40,3,0,4,-1,60,0,0,0
20181110181949,69,1,33,-1,0,5,-1,0,0,0,-1
20181110181949,72,1,34,-1,0,6,-1,0,0,0,-1
20181110181950,80,3,20,-1,1,2,2,0,0,0,-1
20181110182058,85,4,39,2,0,3,-1,60,0,0,0
20181110182103,79,4,24,10,1,5,5,0,0,0,0
20181110182106,75,3,24,-1,1,2,2,0,0,0,-1
20181110182141,85,4,26,4,1,3,3,0,0,0,0
20181110182142,79,3,48,-1,0,3,-1,0,0,0,-1
20181110182142,79,3,47,-1,0,4,-1,0,0,0,-1
20181110182151,85,4,33,10,0,7,-1,60,0,0,0
20181110182170,85,4,39,10,0,3,-1,60,0,0,0
20181110182170,85,4,34,5,0,4,-1,0,0,0,0
20181110182246,85,3,43,-1,0,2,-1,60,0,0,-1
20181110182246,80,4,43,2,0,3,-1,0,0,0,0
20181110182246,76,2,43,-1,0,4,-1,0,0,0,-1
20181110182247,85,4,34,3,0,3,-1,0,0,0,0
20181110182258,85,1,33,-1,0,3,-1,60,0,0,-1
20181110182268,85,4,33,5,0,2,-1,60,0,0,0
20181110182284,85,4,49,5,0,2,-1,60,0,0,0
20181110182295,73,1,34,-1,0,5,-1,0,0,0,-1
20181110182295,73,1,33,-1,0,6,-1,0,0,0,-1
20181110182297,85,1,41,-1,0,3,-1,60,0,0,-1
20181110182313,72,2,56,-1,0,5,-1,42,0,0,-1
20181110182313,80,2,56,-1,0,6,-1,61,0,0,-1
20181110182313,85,2,56,-1,0,7,-1,61,0,0,-1
20181110182313,55,2,56,-1,0,8,-1,42,0,0,-1
20181110182313,85,2,56,-1,0,9,-1,61,0,0,-1
20181110182316,85,2,33,-1,0,2,-1,60,0,0,-1
20181110182387,78,3,47,-1,0,2,-1,0,0,0,-1
20181110182457,85,4,44,5,0,4,-1,60,0,0,0
20181110182493,80,1,33,-1,0,3,-1,60,0,0,-1
20181110182510,85,4,39,6,0,4,-1,60,0,0,0
20181110182524,76,4,39,5,0,7,-1,0,0,0,0
20181110182526,76,4,34,10,0,2,-1,0,0,0,0
20181110182535,85,4,41,6,0,3,-1,60,0,0,0
20181111180541,65,4,38,3,0,2,-1,0,0,0,0
20181111180580,85,4,33,2,0,3,-1,60,0,0,0
20181111180580,68,1,43,-1,0,4,-1,0,0,0,-1
20181111180985,72,4,43,5,0,5,-1,0,0,0,0
20181111180985,71,1,43,-1,0,6,-1,0,0,0,-1
20181111180991,85,4,34,20,0,3,-1,60,0,0,0
20181111180991,80,4,33,10,0,4,-1,60,0,0,0
20181111180991,78,4,39,8,0,5,-1,0,0,0,0
20181111181003,25,2,37,-1,0,5,-1,0,0,0,-1
20181111181146,85,3,33,-1,0,2,-1,60,0,0,-1
20181111181371,85,1,34,-1,0,2,-1,0,0,0,-1
20181111181371,80,1,33,-1,0,3,-1,60,0,0,-1
20181111181417,79,1,20,-1,1,2,2,0,0,0,-1
20181111181587,80,4,33,10,0,2,-1,0,0,0,0
20181111181587,85,4,41,6,0,3,-1,60,0,0,0
20181111181683,68,4,39,10,0,5,-1,0,0,0,0
20181111182047,80,4,33,2,0,4,-1,60,0,0,0
20181111182047,85,3,34,-1,0,5,-1,0,0,0,-1
20181111182244,85,4,44,3,0,4,-1,60,0,0,0
20181111182244,71,4,33,15,0,5,-1,0,0,0,0
20181111182244,70,4,34,15,0,6,-1,0,0,0,0
20181111182426,75,4,43,2,0,9,-1,42,0,0,0
20181111182487,76,1,36,-1,0,5,-1,0,0,0,-1
20181209181278,80,4,20,11,1,2,2,0,0,0,0
20181210180509,85,3,38,-1,0,2,-1,60,0,0,-1
20181210180579,85,2,48,-1,0,2,-1,60,0,0,-1
20181210180715,55,4,24,2,1,2,2,0,0,0,0
20181210181344,80,4,33,10,0,3,-1,60,0,0,0
20181210181344,85,4,34,10,0,4,-1,60,0,0,0
20181210181345,85,4,47,5,0,5,-1,60,0,0,0
20181210181411,85,4,33,10,0,5,-1,0,0,0,0
20181210181544,80,4,33,13,0,5,-1,60,0,0,0
20181210181871,85,4,33,9,0,3,-1,60,0,0,0
20181210181908,85,3,47,-1,0,5,-1,60,0,0,-1
20181210182366,77,4,33,2,0,2,-1,0,0,0,0
20181210182370,60,3,47,-1,0,5,-1,0,0,0,-1
20181210182370,62,4,48,4,0,6,-1,0,0,0,0
20181210182531,80,4,33,5,0,4,-1,60,0,0,0
20181211180072,85,4,43,8,0,2,-1,60,0,0,0
20181211180077,80,4,39,8,0,3,-1,60,0,0,0
20181211180103,52,2,33,-1,0,2,-1,0,0,0,-1
20181211180108,70,1,43,-1,0,2,-1,0,0,0,-1
20181211180501,85,4,43,2,0,3,-1,60,0,0,0
20181211180504,80,3,26,-1,1,2,2,0,0,0,-1
20181211180506,85,1,39,-1,0,5,-1,60,0,0,-1
20181211180513,85,4,33,8,0,2,-1,60,0,0,0
20181211180521,85,4,43,10,0,3,-1,60,0,0,0
20181211180589,79,4,37,4,0,2,-1,0,0,0,0
20181211180647,69,4,20,5,1,2,2,0,0,0,0
20181211180649,70,4,33,5,0,3,-1,0,0,0,0
20181211180649,70,4,34,2,0,4,-1,0,0,0,0
20181211180677,58,4,33,2,0,5,-1,0,0,0,0
20181211180677,59,1,34,-1,0,6,-1,0,0,0,-1
20181211180680,80,4,39,8,0,4,-1,60,0,0,0
20181211180680,78,4,43,3,0,5,-1,0,0,0,0
20181211180680,78,4,43,5,0,6,-1,0,0,0,0
20181211180689,80,4,47,2,0,7,-1,60,0,0,0
20181211180695,85,4,43,2,0,2,-1,61,0,0,0
20181211180708,64,1,49,-1,0,2,-1,0,0,0,-1
20181211180721,80,4,41,2,0,2,-1,60,0,0,0
20181211180721,85,4,42,2,0,3,-1,60,0,0,0
20181211180749,72,4,34,3,0,3,-1,0,0,0,0
20181211180759,73,3,33,-1,0,3,-1,0,0,0,-1
20181211180787,85,3,43,-1,0,3,-1,60,0,0,-1
20181211180804,68,4,33,5,0,8,-1,0,0,0,0
20181211180804,70,4,34,5,0,9,-1,0,0,0,0
20181211180804,85,4,47,3,0,10,-1,60,0,0,0
20181211180833,70,1,44,-1,0,6,-1,0,0,0,-1
20181211180833,71,4,47,3,0,7,-1,0,0,0,0
20181211180863,65,4,41,15,0,4,-1,0,0,0,0
20181211180897,85,4,33,17,0,2,-1,60,0,0,0
20181211180912,80,3,44,-1,0,2,-1,0,0,0,-1
20181211180914,85,1,56,-1,0,3,-1,60,0,0,-1
20181211180919,73,2,33,-1,0,2,-1,0,0,0,-1
20181211180937,79,4,33,4,0,5,-1,0,0,0,0
20181211181001,85,4,33,6,0,3,-1,60,0,0,0
20181211181023,85,4,34,15,0,2,-1,60,0,0,0
20181211181047,63,2,34,-1,0,5,-1,0,0,0,-1
20181211181053,60,1,56,-1,0,2,-1,0,0,0,-1
20181211181077,72,2,33,-1,0,2,-1,0,0,0,-1
20181211181086,85,4,47,2,0,4,-1,60,0,0,0
20181211181096,80,4,44,15,0,3,-1,0,0,0,0
20181211181113,85,2,39,-1,0,4,-1,60,0,0,-1
20181211181124,80,4,20,10,1,2,2,0,0,0,0
20181211181131,76,4,20,3,1,2,2,0,0,0,0
20181211181140,80,4,34,2,0,4,-1,60,0,0,0
20181211181172,85,4,39,7,0,3,-1,60,0,0,0
20181211181212,80,4,43,4,0,4,-1,0,0,0,0
20181211181224,72,4,37,2,0,2,-1,0,0,0,0
20181211181226,85,4,41,2,0,4,-1,60,0,0,0
20181211181226,85,4,42,2,0,5,-1,60,0,0,0
20181211181247,85,4,33,20,0,2,-1,60,0,0,0
20181211181272,80,3,47,-1,0,5,-1,61,0,0,-1
20181211181272,85,3,48,-1,0,6,-1,0,0,0,-1
20181211181272,57,4,39,2,0,7,-1,0,0,0,0
20181211181319,80,3,24,-1,1,2,2,0,0,0,-1
20181211181353,66,4,56,4,0,5,-1,0,0,0,0
20181211181443,80,4,39,1,0,3,-1,0,0,0,0
20181211181443,80,4,40,1,0,4,-1,60,0,0,0
20181211181448,85,4,56,3,0,2,-1,60,0,0,0
20181211181457,79,4,47,1,0,4,-1,0,0,0,0
20181211181471,60,1,43,-1,0,2,-1,0,0,0,-1
20181211181480,85,3,43,-1,0,2,-1,60,0,0,-1
20181211181504,63,4,20,4,1,2,2,0,0,0,0
20181211181538,85,4,43,15,0,2,-1,61,0,0,0
20181211181538,85,4,43,15,0,3,-1,61,0,0,0
20181211181538,85,4,43,15,0,4,-1,61,0,0,0
20181211181538,79,4,43,15,0,5,-1,42,0,0,0
20181211181538,85,4,43,15,0,6,-1,61,0,0,0
20181211181558,75,4,33,5,0,6,-1,0,0,0,0
20181211181568,78,4,38,4,0,2,-1,0,0,0,0
20181211181615,65,4,20,6,1,2,2,0,0,0,0
20181211181620,71,4,33,2,0,3,-1,0,0,0,0
20181211181620,75,4,34,2,0,4,-1,0,0,0,0
20181211181625,80,4,33,2,0,2,-1,60,0,0,0
20181211181678,80,4,44,3,0,8,-1,60,0,0,0
20181211181678,74,4,34,10,0,9,-1,0,0,0,0
20181211181678,76,4,39,7,0,10,-1,0,0,0,0
20181211181690,85,4,33,13,0,4,-1,60,0,0,0
20181211181749,85,3,35,-1,0,2,-1,60,0,0,-1
20181211181771,74,4,48,12,0,7,-1,0,0,0,0
20181211181771,60,1,44,-1,0,8,-1,0,0,0,-1
20181211181771,60,1,44,-1,0,9,-1,0,0,0,-1
20181211181780,74,4,47,10,0,3,-1,0,0,0,0
20181211181813,71,4,33,10,0,3,-1,0,0,0,0
20181211181830,80,4,43,3,0,2,-1,0,0,0,0
20181211181841,79,3,33,-1,0,3,-1,0,0,0,-1
20181211181841,76,3,34,-1,0,4,-1,0,0,0,-1
20181211181925,85,1,40,-1,0,3,-1,60,0,0,-1
20181211181925,85,2,39,-1,0,4,-1,60,0,0,-1
20181211181929,80,4,47,3,0,4,-1,60,0,0,0
20181211181966,80,4,33,10,0,2,-1,60,0,0,0
20181211181972,68,4,47,3,0,3,-1,0,0,0,0
20181211182015,85,4,43,12,0,2,-1,60,0,0,0
20181211182105,85,4,24,6,1,4,4,0,0,0,0
20181211182124,85,4,41,4,0,2,-1,60,0,0,0
20181211182146,85,3,37,-1,0,2,-1,60,0,0,-1
20181211182146,85,4,37,3,0,3,-1,60,0,0,0
20181211182166,80,4,34,4,0,4,-1,60,0,0,0
20181211182183,71,4,33,2,0,4,-1,0,0,0,0
20181211182201,62,1,35,-1,0,3,-1,0,0,0,-1
20181211182218,68,1,43,-1,0,3,-1,0,0,0,-1
20181211182218,85,4,33,5,0,4,-1,60,0,0,0
20181211182231,59,4,43,1,0,3,-1,0,0,0,0
20181211182283,77,4,33,7,0,2,-1,0,0,0,0
20181211182295,80,4,33,10,0,7,-1,60,0,0,0
20181211182295,70,4,26,2,1,6,6,0,0,0,0
20181211182405,79,2,43,-1,0,2,-1,0,0,0,-1
20181211182472,77,2,33,-1,0,2,-1,0,0,0,-1
20181211182479,85,4,37,3,0,2,-1,60,0,0,0
20181211182479,80,1,43,-1,0,3,-1,60,0,0,-1
20181211182519,76,4,20,3,1,2,2,0,0,0,0
20181211182528,80,4,39,6,0,5,-1,60,0,0,0
20181211182528,71,4,44,14,0,6,-1,0,0,0,0
20181212180151,62,4,20,2,1,2,2,0,0,0,0
20181212180513,65,3,43,-1,0,3,-1,0,0,0,-1
20181212180513,40,1,43,-1,0,4,-1,0,0,0,-1
20181212180513,60,4,43,2,0,5,-1,0,0,0,0
20181212180513,60,4,43,2,0,6,-1,0,0,0,0
20181212180729,70,4,43,2,0,2,-1,0,0,0,0
20181212181197,85,1,56,-1,0,2,-1,60,0,0,-1
20181212181398,85,4,33,5,0,2,-1,60,0,0,0
20181212181510,85,4,56,5,0,2,-1,60,0,0,0
20181212181510,85,4,56,5,0,3,-1,60,0,0,0
20181212181538,75,4,44,2,0,2,-1,0,0,0,0
20181212181584,60,1,43,-1,0,3,-1,0,0,0,-1
20181212181687,85,4,24,3,1,2,2,0,0,0,0
20181212181695,80,3,20,-1,1,2,2,60,0,0,-1
20181212181869,85,4,39,9,0,3,-1,60,0,0,0
20181212181879,85,4,47,5,0,5,-1,0,0,0,0
20181212182015,74,4,33,3,0,3,-1,0,0,0,0
20181212182023,80,4,34,3,0,2,-1,0,0,0,0
20181212182023,80,4,41,3,0,3,-1,60,0,0,0
20181212182252,85,4,47,5,0,5,-1,60,0,0,0
20181212182252,80,2,48,-1,0,6,-1,60,0,0,-1
20181212182252,62,4,33,3,0,7,-1,0,0,0,0
20181212182254,80,4,34,2,0,3,-1,60,0,0,0
20181212182323,55,4,26,2,1,4,4,0,0,0,0
20181212182342,80,2,24,-1,1,2,2,0,0,0,-1
20181212182505,85,4,33,2,0,2,-1,60,0,0,0
